Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
AirAsia India,2020-01-13,Jaipur,Raipur,JAI-AHM-GOA-HYD-RAI,21:01,08:36,11:35:00 AM,3 stops,12052
Alliance Air,2025-12-24,Jaipur,Kolkata,JAI-KOL,13:48,04:28,02:40:00 PM,non-stop,5988
Vistara,2022-04-27,Jaipur,Bangalore,JAI-VAR-COC-BAN,14:50,09:57,07:07:00 PM,2 stops,8926
GoAir,2025-05-20,Goa,Guwahati,GOA-PUN-JAI-IND-GUW,15:36,03:39,12:03:00 PM,3 stops,14432
Vistara,2023-03-08,Patna,Chennai,PAT-GUW-CHE,08:15,07:38,11:23:00 PM,1 stop,11882
Vistara,2022-08-24,Kolkata,Patna,KOL-PUN-PAT,19:24,21:48,02:24:00 AM,1 stop,6671
Air India,2021-07-24,Kolkata,Pune,KOL-HYD-PUN,06:50,22:17,03:27:00 PM,1 stop,7793
Alliance Air,2023-08-11,Mumbai,Bangalore,MUM-LUC-KOL-HYD-BAN,09:41,03:08,05:27:00 PM,3 stops,10486
Akasa Air,2019-12-26,Pune,Surat,PUN-SUR,09:58,15:43,05:45:00 AM,non-stop,8749
TruJet,2025-06-04,Nagpur,Goa,NAG-GOA,03:25,14:53,11:28:00 AM,non-stop,3317
GoAir,2020-07-18,Lucknow,Guwahati,LUC-KOL-DEL-GUW,19:50,21:17,01:27:00 AM,2 stops,8951
Alliance Air,2024-07-25,Bangalore,Delhi,BAN-JAI-DEL,22:30,19:59,09:29:00 PM,1 stop,12087
Alliance Air,2020-11-27,Bhubaneswar,Mumbai,BHU-CHE-GOA-BAN-MUM,16:11,20:31,04:20:00 AM,3 stops,13461
GoAir,2025-05-28,Indore,Jaipur,IND-LUC-GUW-SUR-JAI,09:51,20:03,10:12:00 AM,3 stops,16176
Akasa Air,2024-03-14,Goa,Patna,GOA-NAG-PAT,23:06,08:05,08:59:00 AM,1 stop,4272
Air India,2024-06-18,Mumbai,Indore,MUM-IND,04:55,03:08,10:13:00 PM,non-stop,11810
AirAsia India,2021-07-02,Chennai,Bhubaneswar,CHE-HYD-BHU,09:34,16:02,06:28:00 AM,1 stop,4233
Vistara,2024-12-23,Delhi,Goa,DEL-VAR-GUW-GOA,05:42,15:55,10:13:00 AM,2 stops,13393
Star Air,2020-12-06,Surat,Delhi,SUR-PAT-AHM-DEL,21:30,02:01,04:31:00 AM,2 stops,8294
Star Air,2021-10-16,Delhi,Bangalore,DEL-BHU-SUR-BAN,04:30,03:51,11:21:00 PM,2 stops,5448
Akasa Air,2021-09-08,Mumbai,Bhubaneswar,MUM-BHU,19:15,13:06,05:51:00 PM,non-stop,11885
SpiceJet,2022-12-07,Cochin,Patna,COC-CHE-GUW-AHM-PAT,15:57,19:07,03:10:00 AM,3 stops,12438
IndiGo,2023-11-09,Jaipur,Patna,JAI-BAN-DEL-PAT,20:17,03:50,07:33:00 AM,2 stops,13530
Air India,2019-08-03,Chennai,Raipur,CHE-RAI,04:20,04:06,11:46:00 PM,non-stop,9735
SpiceJet,2019-06-10,Raipur,Pune,RAI-PUN,06:25,09:32,03:07:00 AM,non-stop,4378
Star Air,2025-02-04,Raipur,Indore,RAI-HYD-IND,13:35,10:33,08:58:00 PM,1 stop,7609
SpiceJet,2019-09-28,Ahmedabad,Hyderabad,AHM-NAG-BAN-RAI-HYD,07:04,08:23,01:19:00 AM,3 stops,9365
AirAsia India,2021-04-26,Ahmedabad,Bhubaneswar,AHM-GOA-BHU,01:48,09:30,07:42:00 AM,1 stop,9338
TruJet,2022-05-03,Surat,Bangalore,SUR-CHE-BAN,22:52,06:58,08:06:00 AM,1 stop,8753
IndiGo,2025-05-10,Surat,Indore,SUR-KOL-JAI-IND,14:13,09:11,06:58:00 PM,2 stops,10443
GoAir,2025-05-14,Ahmedabad,Guwahati,AHM-HYD-GUW,20:50,15:39,06:49:00 PM,1 stop,6844
GoAir,2020-10-19,Ahmedabad,Raipur,AHM-LUC-COC-BHU-RAI,12:30,07:59,07:29:00 PM,3 stops,15594
SpiceJet,2021-08-24,Indore,Bhubaneswar,IND-DEL-JAI-CHE-BHU,01:45,11:30,09:45:00 AM,3 stops,10545
TruJet,2025-09-21,Indore,Guwahati,IND-BHU-PUN-HYD-GUW,19:47,04:01,08:14:00 AM,3 stops,13160
Akasa Air,2022-04-26,Varanasi,Guwahati,VAR-DEL-GUW,22:33,04:09,05:36:00 AM,1 stop,9651
SpiceJet,2020-09-01,Chennai,Nagpur,CHE-IND-NAG,00:53,07:38,06:45:00 AM,1 stop,9088
Vistara,2019-10-26,Bhubaneswar,Bangalore,BHU-KOL-BAN,20:36,04:48,08:12:00 AM,1 stop,11650
Akasa Air,2023-09-18,Chennai,Nagpur,CHE-NAG,02:09,18:05,03:56:00 PM,non-stop,8527
SpiceJet,2021-02-22,Cochin,Delhi,COC-BHU-PUN-SUR-DEL,17:34,18:37,01:03:00 AM,3 stops,13749
Akasa Air,2020-03-10,Mumbai,Indore,MUM-IND,10:08,05:55,07:47:00 PM,non-stop,8293
Star Air,2023-07-21,Delhi,Mumbai,DEL-PUN-MUM,16:52,11:27,06:35:00 PM,1 stop,11130
Vistara,2022-09-10,Pune,Jaipur,PUN-COC-AHM-VAR-JAI,17:09,18:22,01:13:00 AM,3 stops,16855
GoAir,2023-01-12,Lucknow,Kolkata,LUC-NAG-KOL,03:33,01:50,10:17:00 PM,1 stop,12562
TruJet,2025-04-27,Hyderabad,Mumbai,HYD-MUM,03:47,09:20,05:33:00 AM,non-stop,3617
Air India,2025-12-04,Bangalore,Cochin,BAN-IND-BHU-JAI-COC,06:09,02:12,08:03:00 PM,3 stops,17331
GoAir,2024-03-06,Delhi,Lucknow,DEL-JAI-HYD-BAN-LUC,10:12,21:18,11:06:00 AM,3 stops,15907
GoAir,2019-05-03,Hyderabad,Ahmedabad,HYD-IND-AHM,15:04,08:51,05:47:00 PM,1 stop,7097
AirAsia India,2021-12-26,Mumbai,Varanasi,MUM-VAR,15:39,11:22,07:43:00 PM,non-stop,11166
Air India,2019-09-25,Indore,Guwahati,IND-GUW,11:14,20:10,08:56:00 AM,non-stop,8172
IndiGo,2024-10-09,Mumbai,Guwahati,MUM-BHU-GUW,21:52,08:15,10:23:00 AM,1 stop,5387
GoAir,2021-06-17,Pune,Indore,PUN-IND,21:10,15:56,06:46:00 PM,non-stop,6591
Akasa Air,2022-06-27,Patna,Bangalore,PAT-GOA-AHM-PUN-BAN,21:12,00:55,03:43:00 AM,3 stops,9408
SpiceJet,2023-08-05,Delhi,Nagpur,DEL-NAG,18:28,09:36,03:08:00 PM,non-stop,4581
GoAir,2025-06-14,Jaipur,Mumbai,JAI-LUC-MUM,09:31,06:09,08:38:00 PM,1 stop,4283
GoAir,2023-07-15,Lucknow,Kolkata,LUC-JAI-PAT-KOL,20:55,09:33,12:38:00 PM,2 stops,15837
Akasa Air,2019-09-28,Pune,Jaipur,PUN-DEL-JAI,20:06,07:33,11:27:00 AM,1 stop,12564
Vistara,2021-07-21,Chennai,Indore,CHE-AHM-NAG-RAI-IND,18:53,17:48,10:55:00 PM,3 stops,15605
AirAsia India,2024-01-13,Surat,Varanasi,SUR-NAG-RAI-IND-VAR,05:48,07:42,01:54:00 AM,3 stops,15529
Star Air,2025-09-01,Cochin,Varanasi,COC-VAR,18:46,01:43,06:57:00 AM,non-stop,9109
Star Air,2020-08-04,Raipur,Jaipur,RAI-PAT-JAI,23:37,17:36,05:59:00 PM,1 stop,6573
AirAsia India,2021-02-10,Surat,Delhi,SUR-BAN-PAT-JAI-DEL,13:29,21:44,08:15:00 AM,3 stops,11134
Akasa Air,2024-08-04,Ahmedabad,Bhubaneswar,AHM-KOL-BHU,06:05,01:08,07:03:00 PM,1 stop,9002
GoAir,2022-07-19,Goa,Varanasi,GOA-VAR,00:56,16:34,03:38:00 PM,non-stop,8180
Akasa Air,2025-03-14,Mumbai,Raipur,MUM-NAG-DEL-RAI,18:10,16:52,10:42:00 PM,2 stops,11437
Air India,2021-09-17,Nagpur,Goa,NAG-VAR-BHU-GOA,12:00,17:54,05:54:00 AM,2 stops,13510
Akasa Air,2025-06-11,Chennai,Bhubaneswar,CHE-BHU,16:31,01:01,08:30:00 AM,non-stop,11508
Star Air,2022-06-25,Patna,Indore,PAT-IND,05:06,22:21,05:15:00 PM,non-stop,6625
SpiceJet,2024-05-14,Jaipur,Varanasi,JAI-GOA-VAR,18:24,00:55,06:31:00 AM,1 stop,8928
IndiGo,2020-10-07,Nagpur,Bangalore,NAG-AHM-BAN,15:47,15:07,11:20:00 PM,1 stop,6354
TruJet,2022-11-19,Delhi,Lucknow,DEL-LUC,00:42,11:10,10:28:00 AM,non-stop,2597
Akasa Air,2023-08-12,Raipur,Jaipur,RAI-DEL-BAN-VAR-JAI,11:30,04:42,05:12:00 PM,3 stops,8614
Star Air,2019-12-11,Bhubaneswar,Chennai,BHU-LUC-DEL-CHE,09:54,01:46,03:52:00 PM,2 stops,14618
Vistara,2021-10-05,Chennai,Nagpur,CHE-NAG,09:57,11:13,01:16:00 AM,non-stop,11474
Star Air,2025-08-15,Mumbai,Kolkata,MUM-RAI-PUN-KOL,11:15,17:13,05:58:00 AM,2 stops,6462
Alliance Air,2019-07-19,Guwahati,Lucknow,GUW-PUN-GOA-LUC,23:42,19:40,07:58:00 PM,2 stops,12283
AirAsia India,2022-04-26,Mumbai,Chennai,MUM-GOA-HYD-BHU-CHE,16:14,05:45,01:31:00 PM,3 stops,11705
TruJet,2023-10-03,Jaipur,Chennai,JAI-CHE,06:28,14:40,08:12:00 AM,non-stop,10637
AirAsia India,2023-04-10,Guwahati,Raipur,GUW-HYD-SUR-IND-RAI,18:36,02:33,07:57:00 AM,3 stops,7567
GoAir,2019-05-19,Mumbai,Guwahati,MUM-JAI-PAT-KOL-GUW,08:04,07:26,11:22:00 PM,3 stops,9994
Akasa Air,2019-04-22,Surat,Ahmedabad,SUR-DEL-AHM,09:03,09:15,12:12:00 AM,1 stop,12133
GoAir,2023-04-18,Hyderabad,Lucknow,HYD-PUN-LUC,00:31,23:44,11:13:00 PM,1 stop,10871
GoAir,2020-08-18,Patna,Guwahati,PAT-BHU-GUW,06:00,18:11,12:11:00 PM,1 stop,8539
GoAir,2020-06-13,Pune,Surat,PUN-LUC-MUM-AHM-SUR,23:32,13:21,01:49:00 PM,3 stops,11124
GoAir,2024-08-19,Indore,Kolkata,IND-KOL,09:03,23:28,02:25:00 PM,non-stop,3066
Akasa Air,2022-04-22,Guwahati,Raipur,GUW-SUR-CHE-COC-RAI,17:13,19:03,01:50:00 AM,3 stops,11213
Vistara,2022-08-12,Kolkata,Hyderabad,KOL-BHU-VAR-NAG-HYD,08:35,12:42,04:07:00 AM,3 stops,17075
Star Air,2025-08-16,Jaipur,Hyderabad,JAI-GOA-HYD,23:30,14:17,02:47:00 PM,1 stop,9764
IndiGo,2020-11-15,Varanasi,Nagpur,VAR-NAG,12:47,20:18,07:31:00 AM,non-stop,5643
IndiGo,2021-02-10,Bangalore,Goa,BAN-PUN-PAT-GOA,07:43,02:41,06:58:00 PM,2 stops,8834
IndiGo,2019-04-16,Pune,Surat,PUN-PAT-SUR,01:52,09:47,07:55:00 AM,1 stop,5244
TruJet,2025-08-11,Pune,Ahmedabad,PUN-GUW-LUC-BHU-AHM,10:36,20:17,09:41:00 AM,3 stops,10581
TruJet,2024-11-10,Delhi,Ahmedabad,DEL-BHU-VAR-AHM,06:44,08:08,01:24:00 AM,2 stops,12026
TruJet,2019-09-05,Patna,Cochin,PAT-PUN-AHM-COC,22:25,00:04,01:39:00 AM,2 stops,12641
Star Air,2021-05-07,Kolkata,Hyderabad,KOL-BAN-HYD,17:56,10:38,04:42:00 PM,1 stop,6758
TruJet,2019-05-16,Mumbai,Pune,MUM-KOL-PUN,21:23,02:58,05:35:00 AM,1 stop,8703
Akasa Air,2024-09-23,Nagpur,Lucknow,NAG-SUR-BAN-LUC,01:06,18:57,05:51:00 PM,2 stops,6786
Akasa Air,2023-10-28,Mumbai,Lucknow,MUM-AHM-LUC,04:10,18:55,02:45:00 PM,1 stop,6755
TruJet,2020-05-06,Bhubaneswar,Jaipur,BHU-PUN-HYD-PAT-JAI,14:21,13:19,10:58:00 PM,3 stops,7617
SpiceJet,2021-04-26,Raipur,Guwahati,RAI-PAT-GUW,06:01,04:50,10:49:00 PM,1 stop,9717
Akasa Air,2025-05-09,Ahmedabad,Bhubaneswar,AHM-SUR-BHU,14:35,02:45,12:10:00 PM,1 stop,3800
Star Air,2024-04-15,Bhubaneswar,Chennai,BHU-CHE,01:47,23:49,10:02:00 PM,non-stop,8572
Star Air,2020-09-27,Guwahati,Jaipur,GUW-CHE-RAI-JAI,13:56,17:16,03:20:00 AM,2 stops,8039
Star Air,2023-01-17,Delhi,Cochin,DEL-COC,06:01,03:50,09:49:00 PM,non-stop,5294
Star Air,2024-07-17,Kolkata,Bangalore,KOL-MUM-BHU-BAN,04:21,15:19,10:58:00 AM,2 stops,11932
AirAsia India,2022-01-17,Ahmedabad,Cochin,AHM-COC,09:32,06:58,09:26:00 PM,non-stop,2652
TruJet,2022-09-22,Ahmedabad,Indore,AHM-SUR-LUC-IND,19:30,05:07,09:37:00 AM,2 stops,11982
GoAir,2023-10-25,Jaipur,Guwahati,JAI-HYD-GUW,23:35,17:38,06:03:00 PM,1 stop,8469
IndiGo,2022-09-24,Cochin,Delhi,COC-DEL,18:23,22:22,03:59:00 AM,non-stop,7454
Vistara,2019-02-18,Chennai,Surat,CHE-BHU-BAN-SUR,10:58,00:09,01:11:00 PM,2 stops,7148
Akasa Air,2022-08-27,Raipur,Goa,RAI-IND-GOA,11:25,15:03,03:38:00 AM,1 stop,6565
SpiceJet,2024-02-24,Mumbai,Jaipur,MUM-PAT-HYD-JAI,21:28,00:59,03:31:00 AM,2 stops,6751
TruJet,2025-11-20,Indore,Kolkata,IND-AHM-DEL-PAT-KOL,11:33,09:50,10:17:00 PM,3 stops,17016
Air India,2019-10-12,Patna,Varanasi,PAT-CHE-VAR,04:35,03:29,10:54:00 PM,1 stop,4037
Vistara,2022-06-16,Nagpur,Indore,NAG-KOL-CHE-IND,13:57,09:08,07:11:00 PM,2 stops,9753
SpiceJet,2023-01-10,Bangalore,Kolkata,BAN-VAR-RAI-MUM-KOL,12:06,21:58,09:52:00 AM,3 stops,9602
Akasa Air,2025-10-05,Nagpur,Patna,NAG-BHU-JAI-PAT,15:53,08:09,04:16:00 PM,2 stops,15075
AirAsia India,2023-09-14,Bhubaneswar,Surat,BHU-KOL-LUC-SUR,23:39,20:49,09:10:00 PM,2 stops,13496
IndiGo,2020-08-21,Bangalore,Kolkata,BAN-PUN-BHU-KOL,22:06,12:49,02:43:00 PM,2 stops,7469
Alliance Air,2019-03-16,Ahmedabad,Indore,AHM-HYD-NAG-KOL-IND,04:35,13:07,08:32:00 AM,3 stops,8015
Star Air,2022-03-22,Ahmedabad,Jaipur,AHM-JAI,06:51,04:13,09:22:00 PM,non-stop,7767
Vistara,2022-07-03,Ahmedabad,Kolkata,AHM-KOL,15:49,23:22,07:33:00 AM,non-stop,2904
Alliance Air,2022-03-28,Lucknow,Kolkata,LUC-KOL,03:40,12:00,08:20:00 AM,non-stop,11259
GoAir,2020-11-14,Bhubaneswar,Surat,BHU-COC-IND-SUR,00:42,20:42,08:00:00 PM,2 stops,8451
Alliance Air,2023-07-08,Varanasi,Goa,VAR-GOA,10:36,18:23,07:47:00 AM,non-stop,3315
Air India,2023-07-04,Nagpur,Cochin,NAG-LUC-SUR-IND-COC,07:38,00:29,04:51:00 PM,3 stops,15799
Akasa Air,2020-11-02,Nagpur,Pune,NAG-PUN,19:26,10:34,03:08:00 PM,non-stop,5789
Air India,2020-02-11,Chennai,Cochin,CHE-NAG-COC,22:20,18:21,08:01:00 PM,1 stop,11365
GoAir,2020-12-04,Raipur,Goa,RAI-NAG-GOA,07:23,13:31,06:08:00 AM,1 stop,9146
IndiGo,2019-03-08,Raipur,Lucknow,RAI-LUC,16:01,17:53,01:52:00 AM,non-stop,8062
TruJet,2023-04-13,Kolkata,Goa,KOL-HYD-GOA,19:16,00:37,05:21:00 AM,1 stop,7966
IndiGo,2022-07-19,Varanasi,Cochin,VAR-LUC-CHE-COC,13:50,18:20,04:30:00 AM,2 stops,15473
Vistara,2020-01-09,Hyderabad,Jaipur,HYD-LUC-MUM-CHE-JAI,01:22,19:33,06:11:00 PM,3 stops,8210
IndiGo,2022-10-05,Lucknow,Bhubaneswar,LUC-BHU,09:34,10:02,12:28:00 AM,non-stop,9279
Alliance Air,2020-03-26,Patna,Bhubaneswar,PAT-GOA-BHU,05:21,18:14,12:53:00 PM,1 stop,7766
SpiceJet,2021-08-25,Kolkata,Ahmedabad,KOL-JAI-DEL-SUR-AHM,13:56,21:45,07:49:00 AM,3 stops,11915
GoAir,2023-01-21,Indore,Kolkata,IND-KOL,19:38,15:17,07:39:00 PM,non-stop,11109
Alliance Air,2022-09-01,Goa,Indore,GOA-BAN-VAR-IND,07:16,08:06,12:50:00 AM,2 stops,7506
Vistara,2022-05-11,Raipur,Bhubaneswar,RAI-BHU,15:26,04:08,12:42:00 PM,non-stop,6179
Star Air,2023-02-26,Delhi,Hyderabad,DEL-AHM-HYD,19:44,18:55,11:11:00 PM,1 stop,11962
AirAsia India,2023-07-17,Cochin,Guwahati,COC-AHM-BHU-LUC-GUW,03:32,04:04,12:32:00 AM,3 stops,10083
IndiGo,2024-01-22,Kolkata,Surat,KOL-DEL-PUN-SUR,13:01,13:05,12:04:00 AM,2 stops,7232
Alliance Air,2025-12-25,Delhi,Jaipur,DEL-JAI,16:44,12:49,08:05:00 PM,non-stop,3959
Alliance Air,2025-11-26,Kolkata,Indore,KOL-CHE-PUN-IND,19:01,16:05,09:04:00 PM,2 stops,10645
TruJet,2021-03-05,Lucknow,Goa,LUC-CHE-KOL-GUW-GOA,10:16,01:36,03:20:00 PM,3 stops,15515
Air India,2019-04-06,Cochin,Lucknow,COC-LUC,01:11,10:46,09:35:00 AM,non-stop,11719
IndiGo,2025-01-17,Mumbai,Bhubaneswar,MUM-PAT-LUC-BHU,06:37,23:10,04:33:00 PM,2 stops,10525
Star Air,2022-01-25,Varanasi,Ahmedabad,VAR-BAN-IND-AHM,13:39,15:50,02:11:00 AM,2 stops,11573
GoAir,2021-02-04,Goa,Varanasi,GOA-VAR,06:38,13:07,06:29:00 AM,non-stop,10152
Alliance Air,2021-09-27,Raipur,Varanasi,RAI-COC-SUR-PAT-VAR,05:38,02:39,09:01:00 PM,3 stops,11958
Star Air,2020-02-22,Pune,Bhubaneswar,PUN-BAN-BHU,07:26,07:00,11:34:00 PM,1 stop,5799
Akasa Air,2023-10-14,Raipur,Cochin,RAI-COC,05:37,15:37,10:00:00 AM,non-stop,6282
IndiGo,2025-12-14,Delhi,Hyderabad,DEL-GOA-BHU-HYD,06:14,12:25,06:11:00 AM,2 stops,11269
SpiceJet,2022-10-16,Bangalore,Jaipur,BAN-LUC-JAI,13:53,12:29,10:36:00 PM,1 stop,10205
IndiGo,2024-09-20,Goa,Chennai,GOA-CHE,23:20,10:47,11:27:00 AM,non-stop,4063
Vistara,2019-06-07,Goa,Mumbai,GOA-PAT-NAG-CHE-MUM,13:45,08:08,06:23:00 PM,3 stops,9726
Air India,2025-08-21,Varanasi,Nagpur,VAR-COC-GUW-IND-NAG,18:15,11:28,05:13:00 PM,3 stops,16457
SpiceJet,2020-05-11,Pune,Kolkata,PUN-GOA-BHU-DEL-KOL,01:16,17:39,04:23:00 PM,3 stops,10944
SpiceJet,2025-11-05,Nagpur,Surat,NAG-SUR,14:52,22:00,07:08:00 AM,non-stop,9875
IndiGo,2021-06-07,Jaipur,Hyderabad,JAI-COC-HYD,02:08,17:29,03:21:00 PM,1 stop,8687
Air India,2022-12-26,Kolkata,Guwahati,KOL-MUM-VAR-PAT-GUW,16:57,14:20,09:23:00 PM,3 stops,13956
IndiGo,2021-12-03,Indore,Hyderabad,IND-RAI-DEL-LUC-HYD,08:45,00:05,03:20:00 PM,3 stops,6520
IndiGo,2020-05-23,Raipur,Mumbai,RAI-MUM,09:51,06:27,08:36:00 PM,non-stop,8051
Akasa Air,2021-01-09,Kolkata,Bhubaneswar,KOL-LUC-GUW-PUN-BHU,07:11,15:15,08:04:00 AM,3 stops,14148
Akasa Air,2025-08-14,Goa,Kolkata,GOA-JAI-KOL,19:42,22:03,02:21:00 AM,1 stop,5237
AirAsia India,2022-11-22,Guwahati,Pune,GUW-VAR-IND-CHE-PUN,07:38,16:56,09:18:00 AM,3 stops,15066
TruJet,2025-05-16,Indore,Ahmedabad,IND-KOL-GOA-BHU-AHM,01:02,06:15,05:13:00 AM,3 stops,11158
SpiceJet,2021-01-26,Goa,Varanasi,GOA-RAI-SUR-VAR,03:56,14:14,10:18:00 AM,2 stops,10401
Air India,2021-02-11,Nagpur,Guwahati,NAG-AHM-GOA-RAI-GUW,23:41,08:17,08:36:00 AM,3 stops,12049
AirAsia India,2019-06-08,Kolkata,Jaipur,KOL-BHU-RAI-VAR-JAI,06:59,23:56,04:57:00 PM,3 stops,14027
TruJet,2021-12-18,Kolkata,Bangalore,KOL-IND-BHU-BAN,22:03,23:01,12:58:00 AM,2 stops,5167
AirAsia India,2021-06-11,Ahmedabad,Indore,AHM-IND,13:17,13:30,12:13:00 AM,non-stop,9712
SpiceJet,2019-04-19,Bhubaneswar,Varanasi,BHU-JAI-LUC-VAR,13:52,13:28,11:36:00 PM,2 stops,8787
Vistara,2022-01-09,Surat,Jaipur,SUR-LUC-KOL-JAI,05:19,17:53,12:34:00 PM,2 stops,13897
IndiGo,2019-02-13,Patna,Surat,PAT-SUR,14:12,09:26,07:14:00 PM,non-stop,7472
SpiceJet,2021-06-19,Cochin,Chennai,COC-JAI-VAR-PAT-CHE,15:25,01:32,10:07:00 AM,3 stops,11976
Vistara,2020-05-16,Chennai,Pune,CHE-BHU-PUN,11:19,19:43,08:24:00 AM,1 stop,12790
SpiceJet,2025-11-18,Delhi,Chennai,DEL-LUC-CHE,16:25,21:15,04:50:00 AM,1 stop,5116
GoAir,2022-02-25,Mumbai,Goa,MUM-RAI-HYD-GOA,17:00,02:42,09:42:00 AM,2 stops,10409
Akasa Air,2022-12-20,Jaipur,Cochin,JAI-CHE-PAT-AHM-COC,04:50,10:34,05:44:00 AM,3 stops,11585
IndiGo,2021-10-20,Lucknow,Hyderabad,LUC-MUM-HYD,07:19,06:46,11:27:00 PM,1 stop,10608
SpiceJet,2023-04-02,Hyderabad,Kolkata,HYD-KOL,20:24,22:56,02:32:00 AM,non-stop,6701
SpiceJet,2020-06-13,Indore,Lucknow,IND-AHM-NAG-LUC,19:21,21:28,02:07:00 AM,2 stops,8388
AirAsia India,2019-10-04,Lucknow,Chennai,LUC-CHE,20:31,17:14,08:43:00 PM,non-stop,5440
Alliance Air,2023-06-20,Bangalore,Cochin,BAN-PUN-GUW-COC,00:17,06:20,06:03:00 AM,2 stops,7736
Akasa Air,2025-11-08,Bhubaneswar,Raipur,BHU-VAR-RAI,03:59,23:21,07:22:00 PM,1 stop,4798
Alliance Air,2019-03-04,Jaipur,Guwahati,JAI-GUW,03:17,20:11,04:54:00 PM,non-stop,5637
Akasa Air,2021-09-18,Bhubaneswar,Mumbai,BHU-RAI-BAN-MUM,03:38,16:59,01:21:00 PM,2 stops,8934
Star Air,2023-09-27,Surat,Indore,SUR-KOL-NAG-VAR-IND,23:59,23:33,11:34:00 PM,3 stops,15083
Air India,2025-12-16,Mumbai,Kolkata,MUM-LUC-PAT-NAG-KOL,23:57,01:00,01:03:00 AM,3 stops,9097
IndiGo,2019-12-14,Pune,Jaipur,PUN-AHM-COC-JAI,03:33,11:08,07:35:00 AM,2 stops,12619
Vistara,2022-09-01,Pune,Kolkata,PUN-PAT-DEL-RAI-KOL,05:20,20:07,02:47:00 PM,3 stops,11453
TruJet,2023-01-03,Delhi,Raipur,DEL-RAI,12:32,00:02,11:30:00 AM,non-stop,3091
Star Air,2021-09-02,Goa,Raipur,GOA-BHU-RAI,00:02,20:59,08:57:00 PM,1 stop,5185
AirAsia India,2022-03-14,Patna,Guwahati,PAT-DEL-GUW,08:43,06:43,10:00:00 PM,1 stop,13090
Alliance Air,2023-11-15,Patna,Jaipur,PAT-KOL-RAI-JAI,19:20,15:08,07:48:00 PM,2 stops,7502
SpiceJet,2022-09-20,Varanasi,Mumbai,VAR-MUM,12:05,17:18,05:13:00 AM,non-stop,3773
GoAir,2019-03-10,Ahmedabad,Chennai,AHM-NAG-BAN-GUW-CHE,08:01,20:53,12:52:00 PM,3 stops,10206
Air India,2023-01-26,Indore,Mumbai,IND-MUM,06:15,23:58,05:43:00 PM,non-stop,5364
Air India,2021-08-26,Chennai,Bangalore,CHE-MUM-SUR-GOA-BAN,11:07,07:07,08:00:00 PM,3 stops,13578
Vistara,2021-01-05,Mumbai,Kolkata,MUM-IND-KOL,04:16,15:33,11:17:00 AM,1 stop,5898
Alliance Air,2019-12-20,Indore,Bhubaneswar,IND-PUN-HYD-PAT-BHU,07:33,00:06,04:33:00 PM,3 stops,12389
AirAsia India,2023-02-02,Kolkata,Goa,KOL-AHM-JAI-GOA,04:53,07:06,02:13:00 AM,2 stops,6546
SpiceJet,2020-02-11,Patna,Varanasi,PAT-SUR-VAR,04:03,02:10,10:07:00 PM,1 stop,5091
AirAsia India,2020-11-14,Hyderabad,Delhi,HYD-JAI-DEL,13:17,01:07,11:50:00 AM,1 stop,10102
Vistara,2023-01-22,Kolkata,Indore,KOL-AHM-CHE-IND,11:00,01:34,02:34:00 PM,2 stops,9310
Star Air,2019-08-08,Jaipur,Nagpur,JAI-SUR-BHU-NAG,05:43,20:16,02:33:00 PM,2 stops,14273
GoAir,2025-03-04,Jaipur,Delhi,JAI-DEL,15:33,13:53,10:20:00 PM,non-stop,8054
SpiceJet,2024-04-14,Ahmedabad,Bangalore,AHM-JAI-KOL-NAG-BAN,19:36,21:29,01:53:00 AM,3 stops,15241
Alliance Air,2025-05-05,Hyderabad,Jaipur,HYD-CHE-COC-PAT-JAI,06:38,09:22,02:44:00 AM,3 stops,16253
TruJet,2023-07-24,Indore,Bhubaneswar,IND-BHU,09:19,01:22,04:03:00 PM,non-stop,3489
Alliance Air,2022-11-19,Raipur,Hyderabad,RAI-BAN-VAR-HYD,00:08,16:50,04:42:00 PM,2 stops,6692
Akasa Air,2019-05-20,Pune,Ahmedabad,PUN-NAG-LUC-HYD-AHM,12:42,07:47,07:05:00 PM,3 stops,15624
IndiGo,2024-03-02,Hyderabad,Lucknow,HYD-GOA-BAN-LUC,22:47,06:50,08:03:00 AM,2 stops,4892
IndiGo,2024-06-21,Kolkata,Varanasi,KOL-IND-SUR-AHM-VAR,09:24,23:48,02:24:00 PM,3 stops,12553
SpiceJet,2020-09-06,Delhi,Bhubaneswar,DEL-AHM-JAI-RAI-BHU,00:45,08:07,07:22:00 AM,3 stops,10780
GoAir,2020-08-01,Nagpur,Cochin,NAG-COC,09:34,04:52,07:18:00 PM,non-stop,7707
Vistara,2023-07-03,Cochin,Nagpur,COC-LUC-NAG,20:07,20:33,12:26:00 AM,1 stop,5614
Star Air,2024-08-26,Lucknow,Pune,LUC-GOA-SUR-PUN,16:27,21:04,04:37:00 AM,2 stops,8025
AirAsia India,2024-08-13,Ahmedabad,Hyderabad,AHM-BAN-HYD,17:39,02:22,08:43:00 AM,1 stop,5395
Vistara,2019-04-02,Jaipur,Bhubaneswar,JAI-AHM-NAG-BHU,07:33,23:27,03:54:00 PM,2 stops,7097
Alliance Air,2025-10-22,Delhi,Bangalore,DEL-BAN,17:20,21:31,04:11:00 AM,non-stop,11315
