Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Alliance Air,2025-04-19,Indore,Cochin,IND-BHU-COC,11:10,22:40,11:30:00 AM,1 stop,5291
Akasa Air,2020-05-10,Mumbai,Goa,MUM-PUN-NAG-IND-GOA,10:41,10:50,12:09:00 AM,3 stops,8036
Star Air,2019-04-01,Hyderabad,Bhubaneswar,HYD-BHU,06:14,08:36,02:22:00 AM,non-stop,5627
SpiceJet,2022-03-20,Mumbai,Ahmedabad,MUM-AHM,08:19,09:24,01:05:00 AM,non-stop,4887
Alliance Air,2024-06-23,Kolkata,Hyderabad,KOL-MUM-GUW-HYD,15:23,16:45,01:22:00 AM,2 stops,11055
TruJet,2020-11-27,Bhubaneswar,Jaipur,BHU-DEL-MUM-JAI,13:45,18:51,05:06:00 AM,2 stops,9485
GoAir,2020-12-01,Ahmedabad,Kolkata,AHM-DEL-JAI-KOL,13:39,05:59,04:20:00 PM,2 stops,8556
Alliance Air,2021-01-12,Cochin,Indore,COC-IND,19:50,13:50,06:00:00 PM,non-stop,3781
TruJet,2025-07-04,Patna,Bhubaneswar,PAT-BAN-BHU,04:06,22:47,06:41:00 PM,1 stop,8939
Alliance Air,2022-12-23,Surat,Nagpur,SUR-HYD-BAN-JAI-NAG,11:34,00:37,01:03:00 PM,3 stops,11297
Akasa Air,2024-05-26,Nagpur,Hyderabad,NAG-BHU-LUC-HYD,05:36,04:10,10:34:00 PM,2 stops,9456
GoAir,2020-11-01,Guwahati,Pune,GUW-SUR-PUN,19:23,16:49,09:26:00 PM,1 stop,7151
SpiceJet,2020-03-14,Pune,Chennai,PUN-CHE,13:52,11:33,09:41:00 PM,non-stop,3152
IndiGo,2025-02-03,Lucknow,Mumbai,LUC-MUM,07:03,13:21,06:18:00 AM,non-stop,6124
Vistara,2020-08-28,Cochin,Kolkata,COC-BAN-GUW-JAI-KOL,17:31,09:32,04:01:00 PM,3 stops,10859
GoAir,2023-02-14,Varanasi,Lucknow,VAR-LUC,12:20,12:59,12:39:00 AM,non-stop,6471
Air India,2019-09-19,Delhi,Patna,DEL-PAT,18:20,16:52,10:32:00 PM,non-stop,3718
Akasa Air,2022-07-14,Cochin,Nagpur,COC-LUC-NAG,08:01,22:22,02:21:00 PM,1 stop,9469
Air India,2022-06-21,Mumbai,Delhi,MUM-CHE-DEL,18:50,02:59,08:09:00 AM,1 stop,7122
Air India,2020-01-26,Mumbai,Patna,MUM-BAN-CHE-PUN-PAT,10:20,23:39,01:19:00 PM,3 stops,13581
IndiGo,2019-03-03,Varanasi,Lucknow,VAR-PUN-LUC,19:32,03:54,08:22:00 AM,1 stop,9491
AirAsia India,2019-06-05,Kolkata,Ahmedabad,KOL-IND-MUM-AHM,16:17,18:53,02:36:00 AM,2 stops,13797
GoAir,2024-05-20,Bangalore,Pune,BAN-PUN,03:40,08:26,04:46:00 AM,non-stop,5031
Akasa Air,2022-05-03,Pune,Lucknow,PUN-JAI-VAR-LUC,07:17,12:10,04:53:00 AM,2 stops,14397
SpiceJet,2020-12-05,Surat,Varanasi,SUR-LUC-BAN-GOA-VAR,06:36,13:38,07:02:00 AM,3 stops,13108
SpiceJet,2022-05-19,Hyderabad,Mumbai,HYD-BHU-CHE-GUW-MUM,12:35,18:17,05:42:00 AM,3 stops,11143
AirAsia India,2019-05-10,Lucknow,Chennai,LUC-KOL-BHU-MUM-CHE,04:13,21:36,05:23:00 PM,3 stops,9652
GoAir,2021-02-05,Pune,Chennai,PUN-CHE,07:06,06:13,11:07:00 PM,non-stop,4718
IndiGo,2021-02-19,Kolkata,Cochin,KOL-GOA-VAR-NAG-COC,14:34,14:03,11:29:00 PM,3 stops,15508
TruJet,2021-07-05,Varanasi,Bangalore,VAR-NAG-BAN,18:00,22:24,04:24:00 AM,1 stop,9377
Star Air,2023-03-21,Hyderabad,Varanasi,HYD-VAR,04:46,02:52,10:06:00 PM,non-stop,3773
SpiceJet,2019-05-12,Nagpur,Raipur,NAG-HYD-AHM-VAR-RAI,20:55,20:42,11:47:00 PM,3 stops,12385
IndiGo,2021-12-17,Patna,Cochin,PAT-CHE-IND-COC,17:08,19:16,02:08:00 AM,2 stops,10236
TruJet,2020-07-25,Cochin,Jaipur,COC-CHE-JAI,11:57,04:56,04:59:00 PM,1 stop,7061
SpiceJet,2022-07-16,Mumbai,Nagpur,MUM-CHE-PUN-DEL-NAG,13:07,05:49,04:42:00 PM,3 stops,7152
TruJet,2020-01-12,Chennai,Surat,CHE-COC-GUW-SUR,20:14,14:41,06:27:00 PM,2 stops,6848
AirAsia India,2019-12-27,Surat,Ahmedabad,SUR-GOA-NAG-AHM,03:06,20:52,05:46:00 PM,2 stops,7770
Alliance Air,2022-09-28,Patna,Bhubaneswar,PAT-VAR-BHU,10:08,18:54,08:46:00 AM,1 stop,10260
Star Air,2020-09-17,Ahmedabad,Mumbai,AHM-PUN-JAI-MUM,18:29,06:27,11:58:00 AM,2 stops,12117
Air India,2019-12-01,Mumbai,Patna,MUM-COC-NAG-VAR-PAT,08:34,21:04,12:30:00 PM,3 stops,12902
SpiceJet,2022-06-24,Varanasi,Chennai,VAR-CHE,22:51,17:21,06:30:00 PM,non-stop,9481
SpiceJet,2024-09-12,Pune,Ahmedabad,PUN-BAN-BHU-GUW-AHM,10:59,07:55,08:56:00 PM,3 stops,11386
Air India,2024-02-02,Chennai,Pune,CHE-KOL-COC-PUN,12:05,18:39,06:34:00 AM,2 stops,12671
SpiceJet,2020-11-13,Chennai,Patna,CHE-PAT,19:44,02:56,07:12:00 AM,non-stop,5322
AirAsia India,2022-08-10,Ahmedabad,Kolkata,AHM-MUM-COC-LUC-KOL,14:49,12:02,09:13:00 PM,3 stops,14994
Alliance Air,2024-02-08,Chennai,Ahmedabad,CHE-MUM-DEL-KOL-AHM,05:05,13:32,08:27:00 AM,3 stops,10722
GoAir,2022-09-05,Indore,Bhubaneswar,IND-JAI-AHM-KOL-BHU,23:35,18:51,07:16:00 PM,3 stops,10533
Akasa Air,2020-04-19,Nagpur,Kolkata,NAG-PUN-PAT-KOL,08:19,04:32,08:13:00 PM,2 stops,6028
Star Air,2020-07-23,Guwahati,Bangalore,GUW-GOA-BAN,01:13,16:40,03:27:00 PM,1 stop,6953
Air India,2019-10-19,Varanasi,Lucknow,VAR-LUC,01:03,03:40,02:37:00 AM,non-stop,8869
Air India,2019-07-04,Pune,Nagpur,PUN-COC-IND-NAG,03:46,12:54,09:08:00 AM,2 stops,7449
Akasa Air,2021-04-28,Nagpur,Patna,NAG-SUR-BAN-VAR-PAT,19:36,07:33,11:57:00 AM,3 stops,14967
AirAsia India,2021-05-08,Cochin,Raipur,COC-HYD-JAI-BHU-RAI,04:09,00:30,08:21:00 PM,3 stops,7127
Alliance Air,2025-07-07,Chennai,Kolkata,CHE-LUC-IND-KOL,23:27,02:56,03:29:00 AM,2 stops,9720
Air India,2020-01-13,Bangalore,Ahmedabad,BAN-SUR-RAI-AHM,00:13,21:36,09:23:00 PM,2 stops,11027
TruJet,2023-11-06,Delhi,Indore,DEL-GOA-IND,10:12,04:25,06:13:00 PM,1 stop,10264
GoAir,2020-03-11,Bhubaneswar,Delhi,BHU-DEL,14:07,14:42,12:35:00 AM,non-stop,10683
AirAsia India,2022-10-14,Nagpur,Lucknow,NAG-VAR-PAT-GUW-LUC,08:03,15:25,07:22:00 AM,3 stops,9217
SpiceJet,2022-05-23,Hyderabad,Indore,HYD-MUM-PAT-IND,04:20,07:31,03:11:00 AM,2 stops,12084
SpiceJet,2025-07-25,Pune,Raipur,PUN-RAI,04:42,04:58,12:16:00 AM,non-stop,8619
AirAsia India,2024-08-17,Chennai,Cochin,CHE-SUR-DEL-COC,19:20,18:39,11:19:00 PM,2 stops,6603
Alliance Air,2023-09-21,Bangalore,Hyderabad,BAN-GUW-MUM-HYD,18:35,23:04,04:29:00 AM,2 stops,5530
Alliance Air,2021-11-08,Mumbai,Bhubaneswar,MUM-GUW-BHU,12:05,15:15,03:10:00 AM,1 stop,7451
Akasa Air,2023-03-15,Kolkata,Delhi,KOL-JAI-VAR-DEL,23:16,15:07,03:51:00 PM,2 stops,11635
AirAsia India,2019-05-09,Nagpur,Cochin,NAG-LUC-RAI-COC,12:44,07:39,06:55:00 PM,2 stops,9379
Vistara,2025-11-08,Ahmedabad,Kolkata,AHM-BAN-KOL,07:55,05:53,09:58:00 PM,1 stop,6697
TruJet,2024-04-01,Cochin,Delhi,COC-BAN-MUM-AHM-DEL,13:01,04:01,03:00:00 PM,3 stops,6651
Air India,2023-01-17,Surat,Guwahati,SUR-GUW,19:03,22:37,03:34:00 AM,non-stop,10021
Alliance Air,2023-02-02,Delhi,Mumbai,DEL-MUM,00:19,13:34,01:15:00 PM,non-stop,4464
Air India,2025-04-24,Bhubaneswar,Goa,BHU-DEL-NAG-GOA,15:42,15:08,11:26:00 PM,2 stops,13609
IndiGo,2025-04-08,Guwahati,Indore,GUW-KOL-PAT-NAG-IND,03:22,08:07,04:45:00 AM,3 stops,7534
Air India,2024-05-12,Surat,Guwahati,SUR-HYD-AHM-GUW,13:58,21:13,07:15:00 AM,2 stops,11785
SpiceJet,2022-05-10,Lucknow,Delhi,LUC-VAR-NAG-HYD-DEL,07:39,15:53,08:14:00 AM,3 stops,9032
AirAsia India,2024-01-04,Nagpur,Delhi,NAG-DEL,11:36,05:57,06:21:00 PM,non-stop,5304
SpiceJet,2022-09-02,Jaipur,Delhi,JAI-SUR-PUN-DEL,12:04,10:40,10:36:00 PM,2 stops,14999
SpiceJet,2023-07-19,Pune,Guwahati,PUN-PAT-GUW,05:52,22:17,04:25:00 PM,1 stop,12764
Vistara,2019-06-15,Cochin,Bhubaneswar,COC-BHU,07:44,05:13,09:29:00 PM,non-stop,4282
Star Air,2021-01-07,Indore,Bhubaneswar,IND-BHU,18:45,02:12,07:27:00 AM,non-stop,11861
Air India,2022-08-17,Indore,Chennai,IND-KOL-CHE,04:01,03:35,11:34:00 PM,1 stop,12885
IndiGo,2024-07-24,Delhi,Goa,DEL-GOA,00:53,00:17,11:24:00 PM,non-stop,5911
Star Air,2019-07-16,Raipur,Bangalore,RAI-BHU-AHM-DEL-BAN,00:26,01:57,01:31:00 AM,3 stops,6447
Vistara,2021-12-04,Kolkata,Nagpur,KOL-NAG,19:24,14:49,07:25:00 PM,non-stop,8125
IndiGo,2023-04-14,Bhubaneswar,Hyderabad,BHU-VAR-SUR-GOA-HYD,19:34,19:44,12:10:00 AM,3 stops,14219
SpiceJet,2022-04-22,Lucknow,Guwahati,LUC-BAN-PAT-SUR-GUW,03:30,09:00,05:30:00 AM,3 stops,8990
IndiGo,2020-10-28,Goa,Mumbai,GOA-LUC-SUR-MUM,01:58,22:09,08:11:00 PM,2 stops,14321
Akasa Air,2019-11-06,Jaipur,Indore,JAI-BAN-GUW-CHE-IND,10:22,12:10,01:48:00 AM,3 stops,6100
Star Air,2023-02-17,Varanasi,Patna,VAR-RAI-PAT,01:39,02:10,12:31:00 AM,1 stop,7560
Alliance Air,2023-09-20,Cochin,Delhi,COC-DEL,17:24,04:56,11:32:00 AM,non-stop,8795
SpiceJet,2022-10-06,Nagpur,Chennai,NAG-BAN-CHE,10:15,14:22,04:07:00 AM,1 stop,5773
Akasa Air,2019-04-01,Lucknow,Bhubaneswar,LUC-SUR-BAN-JAI-BHU,02:57,11:57,09:00:00 AM,3 stops,15012
SpiceJet,2024-01-26,Ahmedabad,Pune,AHM-HYD-IND-PUN,17:38,18:55,01:17:00 AM,2 stops,11252
TruJet,2020-03-21,Hyderabad,Mumbai,HYD-COC-GOA-IND-MUM,03:17,02:13,10:56:00 PM,3 stops,7986
Air India,2025-10-07,Ahmedabad,Surat,AHM-BAN-CHE-SUR,21:22,04:41,07:19:00 AM,2 stops,13356
Akasa Air,2023-10-15,Bangalore,Cochin,BAN-PAT-SUR-COC,06:59,09:42,02:43:00 AM,2 stops,8634
IndiGo,2021-08-28,Lucknow,Pune,LUC-PUN,05:51,17:00,11:09:00 AM,non-stop,8851
Akasa Air,2021-08-10,Cochin,Chennai,COC-PAT-HYD-CHE,04:57,07:32,02:35:00 AM,2 stops,7198
Vistara,2025-02-06,Hyderabad,Lucknow,HYD-PAT-NAG-LUC,03:59,13:41,09:42:00 AM,2 stops,13848
Vistara,2022-09-11,Kolkata,Ahmedabad,KOL-GOA-AHM,13:04,03:04,02:00:00 PM,1 stop,4800
Akasa Air,2021-02-12,Pune,Surat,PUN-CHE-VAR-SUR,03:58,22:06,06:08:00 PM,2 stops,13592
Star Air,2024-01-07,Lucknow,Bangalore,LUC-PAT-COC-AHM-BAN,07:44,13:40,05:56:00 AM,3 stops,8729
IndiGo,2021-03-10,Hyderabad,Guwahati,HYD-AHM-GUW,06:45,18:15,11:30:00 AM,1 stop,10962
SpiceJet,2020-04-01,Lucknow,Ahmedabad,LUC-MUM-AHM,12:46,21:02,08:16:00 AM,1 stop,8354
SpiceJet,2021-03-21,Kolkata,Nagpur,KOL-NAG,11:25,19:09,07:44:00 AM,non-stop,7414
Akasa Air,2025-12-27,Mumbai,Pune,MUM-LUC-BHU-VAR-PUN,15:27,19:57,04:30:00 AM,3 stops,8568
Akasa Air,2019-02-27,Nagpur,Pune,NAG-PUN,01:40,10:10,08:30:00 AM,non-stop,11724
AirAsia India,2023-10-08,Kolkata,Nagpur,KOL-IND-GOA-NAG,23:17,23:48,12:31:00 AM,2 stops,7903
Akasa Air,2024-04-12,Chennai,Bhubaneswar,CHE-AHM-BHU,11:03,02:44,03:41:00 PM,1 stop,10296
Star Air,2025-01-16,Cochin,Pune,COC-PUN,02:00,11:37,09:37:00 AM,non-stop,11180
IndiGo,2023-03-10,Surat,Goa,SUR-CHE-GOA,05:54,08:13,02:19:00 AM,1 stop,13104
TruJet,2022-03-12,Goa,Pune,GOA-KOL-COC-PUN,00:16,08:13,07:57:00 AM,2 stops,13559
Air India,2024-04-16,Lucknow,Varanasi,LUC-IND-VAR,23:56,05:19,05:23:00 AM,1 stop,10297
IndiGo,2022-03-11,Surat,Varanasi,SUR-PAT-NAG-VAR,05:45,04:38,10:53:00 PM,2 stops,15001
Akasa Air,2021-07-01,Mumbai,Chennai,MUM-LUC-CHE,17:50,00:33,06:43:00 AM,1 stop,4798
TruJet,2022-07-15,Hyderabad,Bangalore,HYD-BAN,07:52,09:22,01:30:00 AM,non-stop,11451
SpiceJet,2021-07-14,Delhi,Kolkata,DEL-GUW-BHU-PUN-KOL,21:38,12:35,02:57:00 PM,3 stops,12215
Alliance Air,2022-09-02,Bhubaneswar,Kolkata,BHU-NAG-KOL,12:45,06:34,05:49:00 PM,1 stop,9192
Air India,2022-11-06,Jaipur,Surat,JAI-HYD-PUN-AHM-SUR,06:53,23:17,04:24:00 PM,3 stops,9456
Star Air,2022-12-09,Raipur,Mumbai,RAI-GUW-HYD-MUM,21:05,16:48,07:43:00 PM,2 stops,6855
IndiGo,2020-08-22,Goa,Jaipur,GOA-SUR-GUW-CHE-JAI,19:08,15:08,08:00:00 PM,3 stops,10216
IndiGo,2020-10-05,Ahmedabad,Hyderabad,AHM-COC-LUC-HYD,22:18,11:12,12:54:00 PM,2 stops,8243
AirAsia India,2023-02-11,Jaipur,Varanasi,JAI-COC-GUW-VAR,04:43,11:17,06:34:00 AM,2 stops,12357
IndiGo,2019-05-25,Delhi,Varanasi,DEL-BHU-VAR,03:35,21:28,05:53:00 PM,1 stop,8174
GoAir,2019-09-03,Indore,Guwahati,IND-VAR-RAI-SUR-GUW,12:44,05:51,05:07:00 PM,3 stops,11830
Akasa Air,2021-01-08,Delhi,Pune,DEL-JAI-PAT-GUW-PUN,03:36,13:54,10:18:00 AM,3 stops,10193
IndiGo,2021-05-20,Chennai,Ahmedabad,CHE-KOL-RAI-GUW-AHM,02:24,01:15,10:51:00 PM,3 stops,12290
Air India,2020-12-08,Goa,Delhi,GOA-HYD-BAN-DEL,19:57,04:53,08:56:00 AM,2 stops,12785
Air India,2022-07-08,Raipur,Bangalore,RAI-BAN,00:45,13:07,12:22:00 PM,non-stop,10497
Air India,2020-07-01,Indore,Delhi,IND-VAR-DEL,08:15,09:08,12:53:00 AM,1 stop,7042
Air India,2024-01-01,Nagpur,Mumbai,NAG-JAI-DEL-MUM,09:31,10:35,01:04:00 AM,2 stops,5169
GoAir,2020-12-25,Cochin,Bangalore,COC-BHU-BAN,15:18,15:29,12:11:00 AM,1 stop,4385
AirAsia India,2024-01-19,Patna,Delhi,PAT-DEL,11:08,20:07,08:59:00 AM,non-stop,7959
GoAir,2025-12-10,Raipur,Bangalore,RAI-HYD-PUN-BAN,05:23,07:50,02:27:00 AM,2 stops,12458
AirAsia India,2024-04-09,Chennai,Bangalore,CHE-COC-GOA-IND-BAN,23:39,03:41,04:02:00 AM,3 stops,9502
Alliance Air,2022-10-07,Jaipur,Kolkata,JAI-LUC-SUR-GUW-KOL,04:44,19:19,02:35:00 PM,3 stops,11996
IndiGo,2019-05-21,Guwahati,Pune,GUW-BAN-SUR-DEL-PUN,16:30,00:18,07:48:00 AM,3 stops,8883
Air India,2024-02-17,Kolkata,Nagpur,KOL-DEL-NAG,09:03,13:03,04:00:00 AM,1 stop,12080
Air India,2022-05-06,Varanasi,Surat,VAR-GUW-BHU-SUR,21:40,17:15,07:35:00 PM,2 stops,10447
Akasa Air,2021-01-20,Raipur,Goa,RAI-PAT-GUW-GOA,09:58,14:41,04:43:00 AM,2 stops,8899
TruJet,2022-01-27,Jaipur,Indore,JAI-CHE-COC-BHU-IND,21:04,21:36,12:32:00 AM,3 stops,10514
TruJet,2023-06-21,Goa,Surat,GOA-AHM-GUW-COC-SUR,15:20,05:25,02:05:00 PM,3 stops,13535
Air India,2019-11-17,Patna,Pune,PAT-PUN,01:18,15:20,02:02:00 PM,non-stop,8051
Air India,2021-05-28,Nagpur,Varanasi,NAG-MUM-BAN-GUW-VAR,03:14,13:35,10:21:00 AM,3 stops,9949
Star Air,2021-08-24,Bangalore,Lucknow,BAN-HYD-GUW-KOL-LUC,10:07,20:16,10:09:00 AM,3 stops,14890
Air India,2023-09-11,Varanasi,Patna,VAR-PAT,05:22,17:30,12:08:00 PM,non-stop,10338
Akasa Air,2020-07-03,Indore,Kolkata,IND-PAT-KOL,16:29,22:06,05:37:00 AM,1 stop,4488
TruJet,2022-07-14,Delhi,Hyderabad,DEL-HYD,12:15,14:25,02:10:00 AM,non-stop,3801
IndiGo,2022-12-11,Delhi,Lucknow,DEL-LUC,11:15,03:39,04:24:00 PM,non-stop,4973
Alliance Air,2020-06-09,Lucknow,Kolkata,LUC-RAI-MUM-VAR-KOL,14:16,18:00,03:44:00 AM,3 stops,12503
AirAsia India,2022-08-17,Cochin,Goa,COC-KOL-LUC-GOA,04:00,08:25,04:25:00 AM,2 stops,9571
IndiGo,2021-03-10,Indore,Mumbai,IND-MUM,20:04,15:15,07:11:00 PM,non-stop,8876
SpiceJet,2019-11-23,Goa,Ahmedabad,GOA-AHM,18:39,09:08,02:29:00 PM,non-stop,4998
Vistara,2019-06-08,Ahmedabad,Guwahati,AHM-KOL-PUN-COC-GUW,18:17,00:23,06:06:00 AM,3 stops,11447
SpiceJet,2023-12-07,Varanasi,Nagpur,VAR-IND-NAG,06:52,23:34,04:42:00 PM,1 stop,6685
Alliance Air,2020-10-06,Surat,Jaipur,SUR-GOA-PUN-JAI,13:15,17:28,04:13:00 AM,2 stops,10452
Star Air,2025-03-10,Varanasi,Cochin,VAR-SUR-BHU-COC,19:32,11:22,03:50:00 PM,2 stops,13565
TruJet,2023-02-04,Indore,Bhubaneswar,IND-KOL-RAI-BHU,22:52,22:56,12:04:00 AM,2 stops,6068
TruJet,2024-06-07,Ahmedabad,Jaipur,AHM-HYD-JAI,21:10,04:43,07:33:00 AM,1 stop,4849
Alliance Air,2022-04-17,Delhi,Kolkata,DEL-MUM-HYD-KOL,06:13,15:00,08:47:00 AM,2 stops,10944
Vistara,2020-12-08,Ahmedabad,Bangalore,AHM-BAN,22:34,08:50,10:16:00 AM,non-stop,8541
Air India,2020-09-06,Delhi,Cochin,DEL-BHU-COC,17:09,09:57,04:48:00 PM,1 stop,10027
Akasa Air,2025-03-04,Patna,Indore,PAT-KOL-IND,07:07,06:35,11:28:00 PM,1 stop,9683
TruJet,2020-09-17,Ahmedabad,Lucknow,AHM-HYD-LUC,09:08,18:53,09:45:00 AM,1 stop,8008
Vistara,2020-12-23,Delhi,Bhubaneswar,DEL-VAR-NAG-LUC-BHU,13:01,06:53,05:52:00 PM,3 stops,7513
IndiGo,2021-07-08,Surat,Mumbai,SUR-RAI-AHM-PUN-MUM,15:12,21:15,06:03:00 AM,3 stops,10937
Vistara,2019-07-14,Chennai,Hyderabad,CHE-HYD,15:54,09:22,05:28:00 PM,non-stop,5240
IndiGo,2023-04-27,Lucknow,Pune,LUC-PUN,15:50,07:05,03:15:00 PM,non-stop,10038
GoAir,2021-04-13,Cochin,Indore,COC-SUR-VAR-HYD-IND,05:51,20:07,02:16:00 PM,3 stops,12402
IndiGo,2025-09-13,Delhi,Pune,DEL-HYD-BHU-VAR-PUN,18:17,17:36,11:19:00 PM,3 stops,12378
SpiceJet,2022-06-04,Mumbai,Raipur,MUM-COC-RAI,19:18,17:02,09:44:00 PM,1 stop,12499
SpiceJet,2022-05-22,Hyderabad,Jaipur,HYD-IND-RAI-MUM-JAI,10:45,00:05,01:20:00 PM,3 stops,12334
Akasa Air,2022-04-11,Mumbai,Pune,MUM-VAR-BHU-SUR-PUN,18:06,17:51,11:45:00 PM,3 stops,7137
SpiceJet,2021-12-27,Cochin,Chennai,COC-NAG-CHE,23:15,10:23,11:08:00 AM,1 stop,6234
IndiGo,2021-06-07,Pune,Lucknow,PUN-LUC,16:39,01:12,08:33:00 AM,non-stop,11303
IndiGo,2023-06-03,Indore,Varanasi,IND-HYD-BHU-LUC-VAR,00:28,11:17,10:49:00 AM,3 stops,10303
IndiGo,2020-02-24,Lucknow,Hyderabad,LUC-MUM-IND-CHE-HYD,14:31,07:23,04:52:00 PM,3 stops,8000
SpiceJet,2020-05-15,Guwahati,Goa,GUW-PAT-RAI-VAR-GOA,23:10,13:11,02:01:00 PM,3 stops,15214
Akasa Air,2024-06-24,Bhubaneswar,Bangalore,BHU-BAN,10:02,04:31,06:29:00 PM,non-stop,8884
SpiceJet,2021-04-19,Hyderabad,Mumbai,HYD-VAR-RAI-MUM,22:59,20:22,09:23:00 PM,2 stops,13989
Akasa Air,2019-03-19,Pune,Lucknow,PUN-JAI-MUM-LUC,12:24,20:28,08:04:00 AM,2 stops,12742
Air India,2019-06-04,Cochin,Raipur,COC-JAI-BHU-RAI,19:47,12:46,04:59:00 PM,2 stops,9557
AirAsia India,2023-09-22,Kolkata,Hyderabad,KOL-BAN-HYD,09:14,17:04,07:50:00 AM,1 stop,4429
Vistara,2022-02-10,Bhubaneswar,Kolkata,BHU-KOL,06:31,04:18,09:47:00 PM,non-stop,4651
Star Air,2025-07-20,Hyderabad,Raipur,HYD-RAI,13:27,19:48,06:21:00 AM,non-stop,7663
Akasa Air,2020-08-24,Goa,Chennai,GOA-JAI-CHE,21:53,15:55,06:02:00 PM,1 stop,11969
Air India,2022-03-22,Patna,Kolkata,PAT-BHU-GOA-KOL,16:46,00:36,07:50:00 AM,2 stops,9453
Akasa Air,2020-07-26,Indore,Bhubaneswar,IND-BAN-GUW-MUM-BHU,22:37,10:20,11:43:00 AM,3 stops,9709
SpiceJet,2021-03-28,Kolkata,Lucknow,KOL-JAI-COC-CHE-LUC,17:16,16:54,11:38:00 PM,3 stops,5658
Alliance Air,2019-01-20,Raipur,Hyderabad,RAI-HYD,04:21,05:41,01:20:00 AM,non-stop,10461
Akasa Air,2023-12-24,Raipur,Ahmedabad,RAI-BHU-SUR-AHM,20:30,04:55,08:25:00 AM,2 stops,10320
Star Air,2023-04-08,Bhubaneswar,Hyderabad,BHU-VAR-HYD,22:50,09:12,10:22:00 AM,1 stop,9541
SpiceJet,2023-12-26,Delhi,Cochin,DEL-RAI-COC,20:02,01:41,05:39:00 AM,1 stop,5904
Star Air,2021-04-17,Bangalore,Surat,BAN-SUR,05:28,17:12,11:44:00 AM,non-stop,2588
IndiGo,2022-07-12,Delhi,Kolkata,DEL-BAN-KOL,12:02,20:00,07:58:00 AM,1 stop,5016
SpiceJet,2021-09-15,Raipur,Jaipur,RAI-BAN-DEL-MUM-JAI,11:16,18:40,07:24:00 AM,3 stops,13676
GoAir,2025-03-15,Hyderabad,Raipur,HYD-PAT-RAI,08:32,04:02,07:30:00 PM,1 stop,9886
SpiceJet,2024-09-04,Guwahati,Nagpur,GUW-PUN-VAR-NAG,15:31,16:32,01:01:00 AM,2 stops,11410
IndiGo,2023-02-03,Nagpur,Cochin,NAG-VAR-DEL-COC,13:21,11:55,10:34:00 PM,2 stops,12806
IndiGo,2020-06-18,Ahmedabad,Lucknow,AHM-LUC,17:40,03:59,10:19:00 AM,non-stop,8393
Akasa Air,2019-08-12,Varanasi,Nagpur,VAR-LUC-NAG,20:02,14:32,06:30:00 PM,1 stop,10386
Star Air,2023-01-01,Jaipur,Kolkata,JAI-HYD-KOL,19:05,13:05,06:00:00 PM,1 stop,11441
GoAir,2025-10-10,Goa,Raipur,GOA-KOL-CHE-IND-RAI,10:18,07:14,08:56:00 PM,3 stops,13891
SpiceJet,2021-07-16,Mumbai,Pune,MUM-SUR-VAR-PUN,12:50,00:44,11:54:00 AM,2 stops,13945
Vistara,2022-06-10,Varanasi,Ahmedabad,VAR-LUC-AHM,19:13,06:26,11:13:00 AM,1 stop,8516
Air India,2020-09-13,Delhi,Goa,DEL-MUM-GOA,22:38,01:59,03:21:00 AM,1 stop,4801
Air India,2019-01-07,Pune,Cochin,PUN-BHU-IND-GUW-COC,03:40,09:31,05:51:00 AM,3 stops,6649
Star Air,2024-02-21,Delhi,Jaipur,DEL-MUM-KOL-JAI,17:09,18:31,01:22:00 AM,2 stops,11575
Akasa Air,2021-04-04,Mumbai,Chennai,MUM-SUR-VAR-CHE,23:08,04:35,05:27:00 AM,2 stops,13132
TruJet,2025-08-09,Cochin,Hyderabad,COC-LUC-CHE-HYD,12:18,16:08,03:50:00 AM,2 stops,12917
AirAsia India,2025-12-09,Chennai,Pune,CHE-PUN,12:16,02:48,02:32:00 PM,non-stop,6298
Star Air,2019-09-07,Jaipur,Raipur,JAI-RAI,04:58,17:35,12:37:00 PM,non-stop,7015
GoAir,2021-11-15,Varanasi,Jaipur,VAR-HYD-LUC-PUN-JAI,10:45,06:58,08:13:00 PM,3 stops,11977
Alliance Air,2020-12-27,Kolkata,Guwahati,KOL-DEL-HYD-GUW,05:18,18:26,01:08:00 PM,2 stops,7809
IndiGo,2022-05-06,Ahmedabad,Indore,AHM-IND,17:22,05:55,12:33:00 PM,non-stop,2505
GoAir,2024-11-26,Pune,Goa,PUN-GOA,16:33,23:46,07:13:00 AM,non-stop,10610
GoAir,2023-02-13,Chennai,Indore,CHE-GOA-IND,04:34,06:24,01:50:00 AM,1 stop,5274
SpiceJet,2024-07-10,Lucknow,Ahmedabad,LUC-CHE-KOL-AHM,18:55,01:21,06:26:00 AM,2 stops,6749
Air India,2020-08-06,Guwahati,Kolkata,GUW-GOA-PUN-IND-KOL,21:46,15:19,05:33:00 PM,3 stops,13920
SpiceJet,2023-07-12,Indore,Raipur,IND-HYD-MUM-GOA-RAI,00:06,15:26,03:20:00 PM,3 stops,14499
Air India,2024-09-19,Indore,Varanasi,IND-VAR,15:29,15:14,11:45:00 PM,non-stop,9535
AirAsia India,2025-10-09,Mumbai,Goa,MUM-KOL-NAG-GOA,22:13,04:35,06:22:00 AM,2 stops,7317
